wormbase_gene_id,gene_symbol,gene_function,protein_domains,chromosome,strand,biotype,gene_length,pis_total_hits,pgs_total_hits,pis_total_density_per_kb,pgs_total_density_per_kb,pis_CDS_hits,pgs_CDS_hits,pis_five_prime_UTR_hits,pgs_five_prime_UTR_hits,pis_three_prime_UTR_hits,pgs_three_prime_UTR_hits,pis_intron_hits,pgs_intron_hits,pis_promoter_hits,pgs_promoter_hits
WBGene00010427,hpo-11,"hpo-11 is an ortholog of human NRBP2 (nuclear receptor binding protein 2) and NRBP1 (nuclear receptor binding protein 1); hpo-11 is involved in lipid storage and oviposition; hpo-11 is predicted to have protein kinase activity, based on protein domain information; hpo-11 is expressed in the pharynx, nervous system, reproductive system, seam cell, intestine, excretory gland cell, and the body wall musculature; hpo-11 expression is activated by DAF-16.","Protein kinase-like domain; Serine-threonine/tyrosine-protein kinase, catalytic domain",I,-,protein_coding,9097,1,1,0.1099,0.1099,0,0,0,0,0,1,1,0,0,0
WBGene00000433,ceh-8,"ceh-8 encodes a paired-like homeodomain protein of the Q50 class orthologous to the Rx homeobox protein of humans (RAX; OMIM:601881) and Drosophila (CG10052-PA); CEH-8 and RX belong to one of at least 18 distinct families of paired-like homeodomain proteins, including 12 families in the Q50 class.",Homeobox domain; Homeobox domain-like,I,-,protein_coding,5444,2,0,0.3674,0.0,0,0,0,0,0,0,2,0,0,0
WBGene00013124,Y52B11A.4,none available,"P-loop containing nucleoside triphosphate hydrolase; Small GTPase superfamily; Small GTPase superfamily, Ras type",I,-,protein_coding,24695,0,2,0.0,0.081,0,1,0,0,0,0,0,1,0,0
WBGene00001980,hmr-1,"hmr-1 encodes two isoforms of a classical cadherin that contain extracellular cadherin, EGF-like, and laminin G domains as well as a highly conserved intracellular domain that binds beta-catenin; by homology, the HMR-1 proteins are predicted to function as calcium-dependent, homophilic cell-cell adhesion receptors; in vivo, HMR-1A activity is required for mediating the cell migrations, cell shape changes, and presumably actin cytoskeleton rearrangements that occur during embryonic tissue and body morphogenesis; HMR-1B is required for fasciculation and outgrowth of a subset of motor neuron processes; HMR-1 antibodies detect expression in all embryonic blastomeres at early stages of development but as hypodermal adherens junctions form and morphogenesis begins, HMR-1 becomes highly expressed in the apical junctions of all hypodermal cells; later, HMR-1 is expressed primarily at the apical margins of hypodermal, pharyngeal, and intestinal cells in a pattern consistent with localization to adherens junctions; an HMR-1B reporter fusion is expressed in neurons, including the DD, VD, and AS class of motor neurons; HMR-1 activity is required for proper localization of other junctional components, such as HMP-1/alpha-catenin and HMP-2/beta-catenin, but not for localization of AJM-1, the junctional component recognized by the MH27 antibody.","Cadherin; Cadherin, cytoplasmic domain; Cadherin-like; Catenin binding domain; Concanavalin A-like lectin/glucanase domain; EGF-like domain; Laminin G domain",I,-,protein_coding,58913,1,1,0.017,0.017,1,0,0,0,0,0,0,0,0,0
WBGene00013177,rsy-1,none available,PNN-interacting serine/arginine-rich protein,I,-,protein_coding,5878,1,1,0.1701,0.1701,1,1,0,0,0,0,0,0,0,0
WBGene00007638,C17D12.3,none available,"Galactose-binding domain-like; Peptide N glycanase, PAW domain",I,-,protein_coding,3448,1,1,0.29,0.29,0,0,0,0,0,0,1,1,0,0
WBGene00012945,Y47H9A.1,none available,"Galactose-binding domain-like; Peptide N glycanase, PAW domain",I,+,protein_coding,3448,1,1,0.29,0.29,0,0,0,0,0,0,1,1,0,0
WBGene00012948,dhhc-2,none available,"Palmitoyltransferase, DHHC domain",I,+,protein_coding,12799,2,0,0.1563,0.0,0,0,0,0,0,0,2,0,0,0
WBGene00014100,ZK849.1,none available,PDZ domain,I,-,protein_coding,3113,0,2,0.0,0.6425,0,0,0,0,0,0,0,2,0,0
WBGene00001377,eya-1,"eya-1 encodes a protein orthologous to the Eyes absent/Eya Drosophila protein which is involved in eye development and has protein tyrosine phosphatase ; RNA interference and mutant studies indicate that eya-1 is involved in embryonic and larval tissue morphogenesis as well as larval viability; eya-1 mutants show increased embryonic cell deaths due to activation of the cell death pathway; eya-1 functions redundantly with vab-3/eyeless to control larval viability and anterior body morphogenesis; GFP studies show that eya-1 is expressed in a subset of nuclei during embryonic morphogenesis; the human genes EYA1 and EYA4, when mutated, lead to disease syndromes.",Eyes absent family,I,-,protein_coding,10668,0,2,0.0,0.1875,0,0,0,0,0,0,0,2,0,0
WBGene00013668,slc-30A5,"Y105E8A.3 encodes a protein with similarity to members of the SLC30A family of zinc transporters; a deletion mutation, tm3941, that affects Y105E8A.2 and  Y105E8A.3 has been reported to result in a lethal or sterile phenotype by the National Bioresource Project of Japan; the product of Y105E8A.3 localizes to the endoplasmic reticulum in body wall muscle; about 50% of Y105E8A.3 transcripts are RNA edited to change A to G resulting in a synonymous change to residue 319 from an G to a G.",Cation efflux protein,I,+,protein_coding,9033,1,1,0.1107,0.1107,0,0,0,0,0,0,1,1,0,0
WBGene00013683,zoo-1,"zoo-1 encodes a protein ortholog of the zonula occludens (ZO) subfamily of membrane-associated guanylate kinases (MAGUKs); zoo-1 is involved in the recruitment of actin to cell junctions in a hmr-1/cadherin dependant manner; genetic interaction studies indicate that zoo-1 acts together with hmp-1/alpha-catenin and hmp-2/beta-catenin for the proper organization of actin at epidermal junctions during epthelial morphogenesis; consistant with these roles, zoo-1 expression is enriched at epidermal cell borders; zoo-1 is also expressed in myoblasts and mature muscle cells.",Guanylate kinase/L-type calcium channel beta subunit; P-loop containing nucleoside triphosphate hydrolase; PDZ domain; ZU5 domain,I,+,protein_coding,17342,1,1,0.0577,0.0577,0,1,0,0,0,0,1,0,0,0
WBGene00018734,F53A10.2,"F53A10.2 encodes a Rap1GAP homolog; a region of F53A10.2 encompassing one GoLoco motif specifically binds GOA-1 in yeast two-hybrid assays, and also binds itself; F53A10.2 is expressed in hypodermal seam cells, various neurons, and intestinal cells; F53A10.2 has no obvious function or phenotype in RNAi assays, whether in a normal background or in goa-1(-) or goa-1(gf) mutant backgrounds.",GoLoco motif; Rap GTPase activating protein domain,II,+,protein_coding,33409,2,0,0.0599,0.0,0,0,0,0,0,0,2,0,0,0
WBGene00306078,Y51H7C.42,none available,,II,+,pseudogene,3088,1,1,0.3238,0.3238,1,1,0,0,0,0,0,0,0,0
WBGene00003709,nhr-119,none available,"Nuclear hormone receptor; Nuclear hormone receptor family 5; Nuclear hormone receptor, ligand-binding domain; Zinc finger, NHR/GATA-type; Zinc finger, nuclear hormone receptor-type",II,-,protein_coding,6585,1,1,0.1519,0.1519,1,0,0,0,0,1,0,0,0,0
WBGene00005178,srg-21,none available,"7TM GPCR, serpentine receptor class g (Srg)",II,-,protein_coding,3427,2,0,0.5836,0.0,0,0,0,0,0,0,2,0,0,0
WBGene00197562,T10D4.16,none available,,II,+,ncRNA,83,2,0,24.0964,0.0,0,0,0,0,0,0,2,0,0,0
WBGene00019487,ephx-1,none available,Dbl homology (DH) domain; PH domain-like; Pleckstrin homology domain; SH3 domain,II,+,protein_coding,11168,1,1,0.0895,0.0895,1,0,0,0,0,0,0,1,0,0
WBGene00021052,W06A11.1,none available,,II,+,protein_coding,5378,2,0,0.3719,0.0,1,0,0,0,0,0,1,0,0,0
WBGene00006657,twk-2,"twk-2 encodes one of 44 C. elegans TWK (two-P domain K+) potassium channel subunits that contain two pore-forming domains and four transmembrane domains; the precise role of TWK-2 in C. elegans development and/or behavior is not yet known, but TWK-2 may function redundantly with other TWK channels; TWK-2 is expressed in a subset of neurons.",Potassium channel domain; Two pore domain potassium channel,II,-,protein_coding,12049,1,1,0.083,0.083,0,0,0,0,0,0,1,1,0,0
WBGene00015135,cyp-23A1,"cyp-23A1 encodes a cytochrome P450 homologous to the human gene CYP7B1, which when mutated leads to giant cell hepatitis (OMIM:231100); as a cytochrome P450, CYP-23A1 is predicted to function as a membrane-associated, heme-containing NADPH-dependent monooxygenases that catalyzes the oxidative metabolism of a variety of exogenous compounds and endogenous substrates.","Cytochrome P450; Cytochrome P450, E-class, group I",II,+,protein_coding,3923,0,2,0.0,0.5098,0,0,0,0,0,0,0,2,0,0
WBGene00006626,tsn-1,tsn-1 encodes the C. elegans ortholog of Tudor-SN (tudor staphylococcal nuclease); TSN-1 is a component of the RNA-induced silencing complex (RISC) and its activity is required for proper function of the let-7 miRNA in vivo; TSN-1 is found in both the nucleus and the cytosol.,"RNA-induced silencing complex, nuclease component Tudor-SN; Staphylococcal nuclease (SNase-like), OB-fold; Tudor domain",II,+,protein_coding,3348,2,0,0.5974,0.0,2,0,0,0,0,0,0,0,0,0
WBGene00001368,exc-7,"exc-7 encodes an ELAV, an mRNA-binding protein homologous to Drosophila ELAV and human HuC/D (OMIM:603458, 168360, autoimmune antigens associated with paraneoplastic neurologic disorders); EXC-7 is required for formation of the tailspike and the excretory cell canals; exc-7 mutations enhance defects produced by mutations in exc-3, predicted to encode a peptidase, and sma-1, which encodes beta H-spectrin, a key component of the apical cytokeleton of polarized epithelial cells such as the excretory cell; in vitro, EXC-7 can bind the sma-1 mRNA 3' UTR, and thus is predicted to regulate SMA-1 expression in vivo; EXC-7 is expressed transiently in the excretory cell nucleus during mid-embryogenesis and during larval stages is detected in the pharynx, nerve ring, and nerve cord nuclei.",Paraneoplastic encephalomyelitis antigen; RNA recognition motif domain; Splicing factor ELAV/Hu,II,+,protein_coding,5591,2,0,0.3577,0.0,0,0,0,0,1,0,1,0,0,0
WBGene00000995,die-1,"die-1 encodes a C2H2 zinc finger protein containing four fingers, homologous to CG18265-PA in Drosophila; DIE-1 is autonomously required in the posterior dorsal hypodermis for intercalation, for morphogenesis in other embryonic tissues, and for normal postembryonic growth and vulval development.",,II,-,protein_coding,6616,0,2,0.0,0.3023,0,0,0,0,0,0,0,1,0,0
WBGene00013273,marc-5,none available,"E3 ubiquitin-protein ligase MARCH-like; Zinc finger, RING-CH-type; Zinc finger, RING/FYVE/PHD-type",II,-,protein_coding,20839,2,0,0.096,0.0,0,0,0,0,0,0,2,0,0,0
WBGene00013014,Y48E1C.1,none available,CENP-S/Mhf1,II,+,protein_coding,9443,2,0,0.2118,0.0,1,0,0,0,0,0,1,0,0,0
WBGene00000662,col-87,none available,Collagen triple helix repeat,II,-,protein_coding,4840,2,0,0.4132,0.0,2,0,0,0,0,0,0,0,0,0
WBGene00200776,F40G9.22,none available,,III,+,ncRNA,278,2,0,7.1942,0.0,2,0,0,0,0,0,0,0,0,0
WBGene00002230,klp-20,"klp-20 encodes one of 19 C. elegans kinesin-like proteins; KLP-20, along with KLP-11 and KAP-1, is a component of heterotrimeric kinesin-II that cooperates with OSM-3 motors to facilitate anterograde intraflagellar transport essential for formation of sensory neuron cilia.",Kinesin motor domain; P-loop containing nucleoside triphosphate hydrolase,III,+,protein_coding,20459,0,2,0.0,0.0978,0,0,0,0,0,0,0,2,0,0
WBGene00015173,trpp-11,none available,"Foie gras liver health family 1; TRAPP II complex, TRAPPC10; Winged helix-turn-helix DNA-binding domain",III,+,protein_coding,14302,2,0,0.1398,0.0,0,0,0,0,0,0,2,0,0,0
WBGene00004128,pqn-41,"The protein product of this gene is predicted to contain a glutamine/asparagine (Q/N)-rich ('prion') domain, by the algorithm of Michelitsch and Weissman (as of the WS77 release of WormBase, i.e., in wormpep77).",,III,+,protein_coding,33613,2,0,0.0595,0.0,1,0,0,0,0,0,1,0,0,0
WBGene00002915,let-805,"let-805 encodes myotactin, a novel single-transmembrane protein containing extracellular fibronectin repeats; genetic analyses indicate that LET-805 is essential for proper association between hypodermal fibrous organelles and the contractile apparatus of muscle cells; LET-805 is expressed in hypodermal cells and in the pharynx and localizes to basolateral membranes.",Fibronectin type III; Immunoglobulin-like fold,III,+,protein_coding,23030,2,0,0.0868,0.0,2,0,0,0,0,0,0,0,0,0
WBGene00001494,frm-8,"frm-8 encodes a protein containing a WW domain, a PDZ domain, and a FERM domain and has homology to the human predicted protein KIAA0316.","Band 4.1 domain; FERM central domain; FERM, N-terminal; PDZ domain; Ubiquitin-related domain; WW domain",III,-,protein_coding,18356,0,2,0.0,0.109,0,1,0,0,0,0,0,1,0,0
WBGene00007169,B0393.4,none available,Maelstrom domain,III,-,protein_coding,3930,0,2,0.0,0.5089,0,2,0,0,0,0,0,0,0,0
WBGene00012942,idpc-1,none available,EB domain,III,+,protein_coding,1209,2,0,1.6543,0.0,2,0,0,0,0,0,0,0,0,0
WBGene00000793,crh-1,"crh-1 encodes a homolog of the cyclic AMP-response element binding protein (CREB); crh-1 is involved in the transcription of CRE-sequence dependant genes activated by a CaM kinase cascade; crh-1 is required in the bilateral thermosensory neuron AFD, for a memory-related behaviour and for response to tap (nonlocalized mechanosensory stimulation) and tap habituation; crh-1 appears to be ubiquitously expressed.","Basic-leucine zipper domain; Coactivator CBP, pKID; cAMP response element binding (CREB) protein",III,+,protein_coding,36215,2,0,0.0552,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00003826,ntl-3,"ntl-3 is the ortholog of NOT3/NOT5, a member of a protein complex also predicted to contain ccf-1/Y56A3A.20 (CAF1/POP2); ntl-3 is required for embryonic viability in mass RNAi assays.","CCR4-Not complex component, Not N-terminal domain; NOT2/NOT3/NOT5",III,-,protein_coding,15454,0,2,0.0,0.1294,0,0,0,0,0,1,0,1,0,0
WBGene00013034,tat-1,"tat-1 encodes one of six C. elegans subfamily IV P-type ATPase that, by sequence similarity, is proposed to function as an aminophospholipid translocase (flippase); TAT-1 activity is required for regulating phosphatidylserine asymmetry on the plasma membrane and thus, for regulation of phagocytic engulfment of cells; in addition, TAT-1 activity is required for phosphatidylserine transport across membranes and elements of membrane trafficking, including the biogenesis of lysosome-derived storage organelles and an early step in endocytosis; a tat-1::gfp promoter fusion is first expressed during embryogenesis and continues through larval and adult stages with expression seen in the intestine, the germ line, the epidermis, body wall and pharyngeal muscles, and the nervous system; in intestinal cells, a TAT-1::GFP isoform localizes to the apical and basolateral cell membranes as well as to organelles such as the Golgi and those of the endosomal pathway; in the germ line, a TAT-1::FLAG fusion protein localizes to the plasma membrane; the TAT-1C isoform, which is expressed in the intestine, physically interacts with the NUM-1A PTB domain.","HAD-like domain; P-type ATPase; P-type ATPase, A  domain; P-type ATPase, C-terminal; P-type ATPase, N-terminal; P-type ATPase, cytoplasmic domain N; P-type ATPase, subfamily IV",III,-,protein_coding,22818,1,1,0.0438,0.0438,1,0,0,0,0,0,0,1,0,0
WBGene00013732,aakg-1,"aakg-1 is orthologous to the human gene AMP-ACTIVATED PROTEIN KINASE GAMMA SUBUNIT (PRKAG2; OMIM:602743), which when mutated leads to disease; aakg-1 encodes one of five C. elegans AMP kinase (AMPK) gamma regulatory subunits.",CBS domain,III,-,protein_coding,36738,1,1,0.0272,0.0272,0,0,0,0,0,0,1,1,0,0
WBGene00003048,lit-1,"lit-1 encodes a serine threonine protein kinase homolog related to the Drosophila protein Nemo; lit-1 is required for embryonic viability and plays a central role in controlling the asymmetry of cell divisions during embryogenesis; lit-1 acts downstream of mom-2 with respect to polarity defects and mediates larval cell fate decisions that involve POP-1; lit-1 is also required for amphid channel morphogenesis and thus, also for normal morphology of the outer labial sensilla; specifically, lit-1 is required in sheath glia for positively regulating amphid sensory compartment expansion; lit-1 is expressed in most embryonic and larval cells, including the amphid sheath glia.",Protein kinase domain; Protein kinase-like domain,III,+,protein_coding,22414,2,0,0.0892,0.0,1,0,0,0,0,0,1,0,0,0
